id,trigger_event_id_OLD,trigger_event_id,tide_gauge_id,date_from,date_to,date_specificity,date_certainty,year_comment,month_comment,day_comment,placename,latitude,longitude,validity,is_tsunami_observed,is_tsunami_observed_certainty,is_seiche_observed,is_seiche_observed_certainty,source_material,discussion,time_arrival_from,time_arrival_to,time_arrival_specificity,time_arrival_certainty,time_arrival_comment,time_elapsed,time_elapsed_certainty,surge_duration_lower,surge_duration_upper,surge_duration_certainty,max_effective_peak-trough_lower,max_effective_peak-trough_upper,max_effective_peak-trough_certainty,time_peak-effective_from,time_peak-effective_to,time_peak-effective_specficity,time_peak-effective_certainty,time_trough-effective_from,time_trough-effective_to,time_trough-effective_specificity,time_trough-effective_certainty,time_peak-trough-effective_comment,time-elapsed_peak-trough-effective_lower,time-elapsed_peak-trough-effective_upper,time-elapsed_peak-trough-effective_certainty,max_effective_zeropeak,max_effective_zeropeak_comment,max_effective_zeropeak_certainty,time_zeropeak-effective_from,time_zeropeak-effective_to,time_zeropeak-effective_specificity,time_zeropeak-effective_certainty,time_zeropeak-effective_comment,time-elapsed_zeropeak-effective_lower,time-elapsed_zeropeak-effective_upper,time-elapsed_zeropeak-effective_certainty,predominant_periods,is_first_motion_up,tidal_records,reference_datasource,time_arrival_expected_from,time_arrival_expected_to,time_arrival_expected_specificity,time_arrival_expected_certainty,time_arrival_expected_comment,obs_time_first_arrival_from,obs_time_first_arrival_to,obs_time_first_arrival_specificity,obs_time_first_arrival_certainty,obs_time_first_arrival_comment,obs_first_arrival_comments,traveltime_firstarrival_lower,traveltime_firstarrival_upper,traveltime_firstarrival_certainty,obs_observed_time_lapsed_lower,obs_observed_time_lapsed_upper,obs_observed_time_lapsed_certainty,obs_surge_duration_min_lower,obs_surge_duration_min_upper,obs_surge_duration_min_certainty,obs_max_peak-trough_lower,obs_max_peak-trough_upper,obs_max_peak-trough_certainty,obs_time_max_peak-trough-effective_comment,obs_time_max_peak-effective_from,obs_time_max_peak-effective_to,obs_time_max_peak-effective_specificity,obs_time_max_peak-effective_certainty,obs_time_max_trough-effective_from,obs_time_max_trough-effective_to,obs_time_max_trough-effective_specificity,obs_time_max_trough-effective_certainty,obs_water_elevation_shore_lower,obs_water_elevation_shore_upper,obs_water_elevation_shore_certainty,obs_time_max_elevation_comment,obs_time_max_elevation_from,obs_time_max_elevation_to,obs_time_max_elevation_specificity,obs_time_max_elevation_certainty,obs_height_max_at-inundation_lower,obs_height_max_at-inundation_upper,obs_height_max_at-inundation_certainty,obs_height_max_at-inundation_comment,obs_time_max_height_from,obs_time_max_height_to,obs_time_max_height_specificity,obs_time_max_height_certainty,obs_time_max_height_comment,obs_waterheight_at-inundation_proxy_max,obs_waterheight_at-inundation_proxy_min,obs_height_onshore,obs_max_onshore_flow_depth,obs_extent_inundation_lower,obs_extent_inundation_upper,obs_extent_inundation_certainty,obs_extent_inundation_comment,obs_heigth_max_inundation_lower,obs_heigth_max_inundation_upper,obs_heigth_max_inundation_certainty,obs_heigth_max_inundation_comment,obs_time_max_height_inundation_from,obs_time_max_height_inundation_to,obs_time_max_height_inundation_specificity,obs_time_max_height_inundation_certainty,obs_time_max_height_inundation_comment,obs_distance_travelled_lower,obs_distance_travelled_upper,obs_distance_travelled_certainty,obs_distance_travelled_comment,obs_height_max_bore_lower,obs_height_max_bore_upper,obs_height_max_bore_certainty,obs_is_first_motion-up,obs_is_first_motion-up_certainty,obs_predominant_period_lower,obs_predominant_period_upper,obs_predominant_period_certainty,obs_predominant_period_comment,obs_no_sig-waves,obs_wave_type,obs_wave_type_certainty,obs_fatalities,obs_fatalities_certainty,obs_injuries,obs_injuries_certainty,obs_damage,obs_intensity_lower,obs_intensity_upper,obs_threat_level,obs_threat_level_certainty,obs_measurement_type,obs_photographs,impact_summary,reference_ids,completeness,previous_database
100,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Lyttelton,-43.60133602,172.7207806,4,TRUE,1,,,"At 03:30 at ½ ebb water suddenly receded from the harbour, rushing out at an estimated velocity of 12 knots in the stream and near the entrance of the harbour. The water continued falling until 04:30, when the end of the breakwater was dry, where average LW depth usually 15 feet [4.6 m]. At 04:30, with a loud roar, a wave of about 8 ft in height rushed up the harbour with great velocity. At 04:50 water was within 3 feet of the railway level and 3 feet [0.9 m] above the highest HWS, having risen 25 ft perpendicular in twenty minutes. At about 05:00 water rapidly receded and at 06:00 the bottom was visible beyond the end of the Government jetty; at 07:15 water again rushed up in the form of a heavy ground swell, and rose rapidly to 16 feet, and immediately began to fall again. At 09:30 the inner end of the screw pile jetty was dry, when the water returned to HWS with even more velocity than at 07:00. Off in the stream, the water was very thick and discoloured, boiling up as it were from the bottom. At 10:15 the water rushed out for about ½ hour, and rose again shortly after 11:00 to 18 ft; throughout the remainder of the day the water rose and fell without any regularity, sometimes at the rate of 3 ft per hour. During whole of 16th, no regularity of the tide, water ebbed and flowed three times in 6 hrs; at 14:16, time of HW, there was 17 ½ feet [at screw pile jetty?], and after ebbing an hour, it rose again to about 17 ½ feet at 16:15. Weather calm and clear; water very thick, and continuing to boil up in large eddies. On 17th and 18th, tides still very irregular, flowing one foot higher, and ebbing one foot and a half lower than the usual springs. Wednesday 19th, nothing perceptible. (Gibson 1868); Report by night watchman at the railway: At 04:00 John Knox barque seen to be lying on side; captain was aroused and when he came on board, he noticed that the harbour from the wharf to Officer's Point was quite dry and all vessels and boats high and dry. After a few minutes, a noise resembling thunder or a strong wind from off Officer's Point, then an immense wave seen coming up harbour towards head of bay. In a few minutes water surged around vessels, dashing them against jetties, tearing them from different wharves, causing collisions between them, stranding them on mud flats, and breaking mooring ropes, and considerably damaging them during rise and following recession. At least six vessels damaged. [Ed. Note; considerable detail omitted here]. Tide kept rising and falling rapidly for some hours. At 06:00 tide was below LWM, 15 min later was above HW, causing “fearful” current. At 09:00, another roller came into the harbour, again catching boats some now stranded on mud flats; again tide rose and fell rapidly, sometimes 3 ft in 5 min; At 10:30 a pilot boat came in from Heads, stating that they had noticed nothing except a very high tide. Keeper from Quarantine station also noticed little except the tide at 06:00 was lower by a hundred yards than it had ever been. The watch on board a vessel [location?] heard three distinct noises like rushing wind in the hour previous to the wave coming in. The officer on board another vessel stated water commenced rushing out of harbour at 12 knots, leaving vessel on mud. At 04:00 vessel lurched and commenced going round like a top, as if in a whirlpool and it continued until 08:00."" The large buoy off Officer Point was carried into Dampier Bay. Report from Captain Jenkin's of John Knox, one of vessels damaged at Govt jetty: At 03:30 heard a great noise, ship went down on beam ends and lying with yard arms on wharf. Capt looked up harbour, and saw harbour dry as far as breakwater and a wave about 8 ft high. rolling in. Vessel thrown against wharf by wave, and its rebound and damaged. In 15-20 minutes, water was within 2 ft of top of wharf, and in less than half hour ship was dry again. Water ran in and out at intervals until 10:00, when another rush did further damage. Water continued disturbed in afternoonwith very strong current in and out of harbour. Jetty 300 ft long at head of bay swept away, and paddocks flooded. Details of tides etc: at 23.30 15 August, water half flood, remaining at this for some time; at 00:30, rose to usual HWM; at 01:00 fell back to half ebb; at 02:15, water was 18in higher than usual HWM; at 03:30, back to half-ebb; at 04:30 water was again at HWM; after this gradually water levels dropped; at 06:00, down to LWM, making three times high water in then next 6 hours; at 12:00, at HWM; at 13:00 water suddenly dropped 4 ft; at 14:15, water rose higher than HWM, covering the reef. Agitation still continuing at 18:00. [Lyttelton Times, 17 August 1868, reprinted in other newspapers); The current in the harbour is very strong; the water is rising and falling rapidly. Lyttelton Times 18 August 1868); At Government jetty where normally 6 ft of water at low tide dry at 04:00. At about 4:30, strange sound, like a steamer coming in, and a 20 ft wave seen coming up the harbour. It struck the vessels at the wharf, knocking them about violently and doing considerable damage. It broke over the breakwater and suddenly raised water inside 6 ft, damaging several vessels and setting them adrift. Water almost immediately receded leaving one vessel high and dry at the Govt jetty. At one time the sea bed was visible from the point of the breakwater to the buoy moored in a southerly direction off the Govt jetty. Water then rose and fell at intervals but still increasing at each influx until 11:00. About 10:00 a “roller"" came up the harbour, the change in water depth [at Govt wharf?] was measured at 18 ft. Buoy with 4cwt anchor moved from near Officer's Point to Dampier Bay; vessels lying at anchor faced in all directions, indicating that the currents were not all flowing one way. Large quantity of fish floated on the water. Observations attempted but water levels too variable and there was a slight wash due to SW breeze. Fluctuations all day August 15. Flood tide higher than usual. At Lighthouse, sea still disturbed on August 16, rushing in whirlpools and very muddy. On August 17, fluctuation continued. At time of high water at 14.15 16 feet of water at Govt jetty, and two hours later it was 15.5 ft. At high water springs normally about 15 feet at the jetty. (The Press 18 August 1868, reprinted in Weekly Press 22 August 1868);","According to NIWA Tide forecaster (www.niwa.co.nz/services/free/tides), HW was at 0020 NZMT Aug 15 (0.86 m), 1256 Aug 15 NZMT (1.03 m), 01:14 Aug 16 (0.94 m); LW at 1815 NZMT Aug 14 (-0.83 m), 0634 NZMT Aug 15 (-1.01 m), 1909 NZM Aug 15 (-0.92 m). From LINZ Website tidal information relative to MSL (www.hydro.linz.govt.nz/tides), MHWS 1.03 m, MLWS -1.07 m, MHWN 0.63 m, MLWN -0.67 m at Lyttelton Port",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,15/8/1868 3:30,15/8/1868 3:30,t,1,,,15.3,15.3,1,18.7,18.7,1,48,,2,7.9,7.9,1,4:40 (August  15),15/8/1868 4:40,15/8/1868 4:40,t,2,15/8/1868 4:40,15/8/1868 4:40,t,2,3,3,1,5:00,15/8/1868 5:00,15/8/1868 5:00,t,1,3,3,1,,15/8/1868 5:00,15/8/1868 5:00,t,1,5:00,3,,,,,,,,2.2,2.2,1,,15/8/1868 4:50,15/8/1868 4:50,t,1,4:50,,,,,,,,FALSE,2,,,,,,"BC, RRF",1,,,,,shipping,VI,VI,3,1,1a,,see source event,,see source event,see source event
101,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Otokitoki/Gollans Bay,-43.60039093,172.7443255,4,TRUE,1,,,Mr Mitchell heard unusual noise at about 03:00 and at the same time house shaken as if by earthquake. (Lyttelton Times 17 August 1868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,15/8/1868 3:00,15/8/1868 3:00,t,2,~03:00:00,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,,,,,see source event,,see source event,see source event
102,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Lyttelton Heads [Default location: Adderley Head],-43.607,172.826,4,TRUE,1,,,"At 10:30 a pilot boat came in from Heads, stating that they had noticed nothing except a very high tide. [Lyttelton Times, reprinted in Evening Post 17 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,II,,,,,see source event,,see source event,see source event
103,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Otamahua/Quail Island [Historical: Quarantine Station],-43.6289268,172.6948858,4,TRUE,1,,,"Keeper from Quarantine station noticed exceptional except the tide at 06:00 was lower by a hundred yards than it had ever been. [Lyttelton Times, reprinted in Evening Post 17 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,,,,,see source event,,see source event,see source event
104,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Purau (formerly Rhodes Bay),-43.64,172.75,4,TRUE,1,,,"Vessel wrecked, and another damaged (Lyttelton Times 17 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSERVED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vessel wrecked, vessel damaged",VI,VI,,,,,see source event,,see source event,see source event
105,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Menzies Bay (Historical: Mcintosh Bay),-43.64904962,172.9594968,4,TRUE,1,,,"Letter from Okain Bay resident: In Akaroa harbour, Stony, McIntosh and Laverick Bays, and in the little recess to the N.W. of the Long Look-Out Point, all deep water inlets, the effects were only slightly observable. (Lyttelton Times 25 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,0,1,2,,,,,,0,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,1,1,1a,,see source event,,see source event,see source event
106,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Long Lookout Point,-43.65178759,173.0480329,4,TRUE,1,,,"No extraordinary effects (Lyttelton Times 20 August 1868); Letter from Okain Bay resident: In Akaroa harbour, Stony, McIntosh and Laverick Bays, and in the little recess to the N.W. of the Long Look-Out Point, all deep water inlets, the effects were only slightly observable. (Lyttelton Times 25 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,1,1,1a,,see source event,,see source event,see source event
107,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Raupo Bay,-43.66221703,173.0355714,4,TRUE,1,,,"Letter from Okains Bay resident: In Le Bon Bay, Okain and Raupo Bays, waves very destructive, sea rushed at least 2 miles, inundating whole of lands adjacent to river [location not stated, see rest of report for Okain Bay re inundation 2 miles inland]. (Lyttelton Times 25 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IX,IX,2,1,,,see source event,,see source event,see source event
108,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Little Akaloa Bay,-43.67514012,172.9905916,4,TRUE,1,,,"From correspondent at McIntosh farm: At 06:00 on August 15, noticed noise from sea, saw sea come up to a paddock. By the time correspondent reached McIntosh’s house water came up to knee height. By this time his house also flooded, and family ready to flee. Sea then receded to a point where there was normally 16ft of water at LW. Another rush soon after; another at 13:00, when water was 3in higher than at 06:30. Reported that if water had risen a foot higher all houses on the flat would have been swept away, and that it was low water when first flood came, otherwise all would have drowned. Mud everywhere [presumed deposited?]; bridges floating about the bay, another deposited in a garden. A fence carried away. [Another report] All bridges washed away. (Lyttelton Times 20 August 1868, and in The Star 19 August 1868); Little Akaloa, which is also a deep water bay; although its violence was very great, yet the waters were more confined, and did not reach ten chains beyond the ordinary high water mark. (Lyttelton Times 25 August 1868); Report from Little Akaloa resident: Noise like wind blowing hard from about 02:00, but no notice taken until 05:30, when tide was rising gradually and had risen over a rill, over 200 yds from ordinary HWM. Water then rushed in and out the creek gradually increasing in height till highest level at about 11:45. Water then receded and left the harbour dry halfway across McIntosh's house lifted bodily by the water several inches, with damage done to furniture (estimated cost of damage to garden, fencing and timber: £100). Two bridges were washed away. Coast around bay strewn with timber. Another person heard the rumbling noise early in the morning, ran to warn next door family, and the two families barely had time to escape their houses. (The Press 20 August 1868)",Assume same tides as at Lyttelton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,15/8/1868 2:00,15/8/1868 2:00,t,1,,,15.3,15.3,1,17.3,17.3,1,,,,9,9,2,6:30 (August 15),15/8/1868 6:30,15/8/1868 6:30,t,2,15/8/1868 6:30,15/8/1868 6:30,t,2,,,,,,,,,4.5,5,2,,15/8/1868 6:30,15/8/1868 6:30,t,1,6:30,5,4.5,,,220,220,1,,3.5,4,2,,15/8/1868 13:30,15/8/1868 13:30,t,1,13:30,,,,,,,,,,,,,,,RRF,1,,,,,"houses, bridges, fence",IX,IX,3,1,1a,,see source event,,see source event,see source event
109,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Pigeon Bay,-43.68764125,172.8997085,4,TRUE,1,,,"Overseer woken by rumbling at 04:00 on August 15, but no more notice taken. At 07.00, he found water had been 4 ft higher than highest HWM and things placed above HWM had been washed away. When he went to the beach, the water was considerably lower than LWM. Then a wave rushed in, and in ten minutes was a foot higher than ordinary HWM. Many things belonging to vessel under repair washed away; fish thrown up. Water rising and falling about 5 ft every half hour until 09:50, when it rushed in rapidly to 4 ft above highest HWM. At 10:20 it fell equally fast to its lowest point at 10:35; again at 11.15 water came in with a tremendous rush, carrying away a small jetty, some garden fencing, which was about 4 ft above HWM, and also destroying a great number of choice garden trees. At 11:50, it receded to its lowest point, then rushed in with greater force than previous waves, carrying away a boat house, more garden fencing, and 40,000 ft of timber stacked 5 ft above highest HWM. At 11:55 water receded again, to return at 12:40 reaching 7 ft above ordinary HWM, carrying away another jetty, and a ketch. Next rush at 13:05. After this water continued to rise and fall at intervals of about 45 min, each wave getting smaller .(Lyttelton Times 17 August 1868); Extraordinary sudden influx and reflux of water carried away a jetty and bridge over the main creek, and caused damage to breastwork. The beach strewn with firewood and fish. Sudden ebbs and flows occurred at intervals of 15 minutes, rising beyond its ""ordinary"" height and flooding paddocks. Wave washed around the rise on which the Holmes' residence stood, carrying away fencing and sawn timber. A ketch was beached and a mudbank created between the vessel and the sea. (The Press 18 August 1868); Wave carried away a bridge crossing a smaller creek, and entirely submerged the island on which stood a workshop, causing considerable loss. Ebbing and flowing at short intervals continued during August 16 and 17, but on August 18 became more regular, and by August 22, appearance of ordinary rise and fall. (The Press 22 August 1868); The lower parts of the flat inundated at irregular intervals by heavy rushes coming up the bay. The jetty entirely disappeared, not even a pile being left on the site. The bridge at the school was floated from its place, and the large bridge at the mouth of the main creek carried bodily up the flat. A schooner was carried ashore, and bumped for a time among the boulders, later washed off, and no damage done. (The Star 17 August 1868); Data for Pigeon Bay in Lyttelton Times 17 August 1868 [which Haast repeats and interprets] was corroborated by the District Surveyor, who happened to be in Pigeon Bay at the time, and who measured the vertical height of the water above spring tides. (Haast, 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,15/8/1868 4:00,15/8/1868 4:00,t,1,,,15.3,15.3,1,19.3,19.3,1,72,,2,,,,,,,,,,,,,,,,,,,,,3,3,2,,15/8/1868 4:15,15/8/1868 4:15,t,1,4:15,3,,,,,,,,3.1,3.1,1,,15/8/1868 12:40,15/8/1868 12:40,t,1,12:40,,,,,,,,,,60,90,2,,,,,,,,,2 jetties & a fence.,IX,IX,2,1,1a,,see source event,,see source event,see source event
110,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Okains Bay,-43.69835318,173.0503939,4,TRUE,1,,,"Very early am on August 15 residents woken by rising of sea rushing up bays with immense force, and inundating more or less the whole of the lower portion of the districts. Sea calm, receded further than ever known. At successive irregular intervals during the day and especially at high water, sea rushed in with immense force and ""at 2 miles from the sea rose at least 10 ft above low water mark and covered the main road to a height of 5 feet"". A bridge 2 miles from sea carried a great distance. A large amount of damage to private and public property (bridges & roads), plus many 1000's ft timber, posts, rails and firewood washed away. (Lyttelton Times 20 August 1868); Letter from Okains Bay resident (G. Bishop): In Le Bon Bay, Okain and Raupo Bays, waves very destructive, sea rushed at least 2 miles, inundating whole of lands adjacent to river [location not stated, see rest of report for Okain Bay re inundation 2 miles inland]. In Okain Bay, first wave rolled in at 02:10 [15 August], three others followed at 15 min intervals, and a fourth wave at about 03:00, being the largest and most violent. After 03:00 waves continued at longer intervals, varying from 30-60min, with diminishing force until next high tide near 14:00 when water rose to highest level. Several lesser waves continued up to time of high water on August 18. (Lyttelton Times 25 August 1868); [From information supplied by G. Bishop] The first wave came about 3 o'clock, but there is no certainty about the exact time. It was followed by three others, with intervals of about a quarter of an hour between them, and of which the last was the highest. A fifth wave came about 8 o'clock, but it was not so high, nor was the rush of water so violent, as of those which entered the bay afterwards. Between 10 and 12 o'clock in the forenoon, another succession of waves, at intervals of fifteen to thirty minutes, were experienced. They were irregular, but were quite as high as those in the early morning. A very high wave rushed in about 2 o'clock in the afternoon, which Mr. Bishop considers to be the most formidable and highest of all, and which rose 6 feet above the highest spring tides; the altitude of the Government bridges above high-water mark offering the necessary data for that assertion. My informant considers this wave 2 to 3 feet higher than any of the previous ones. (Haast, 1868) Water rose over the top of fences 2 miles from the sea, completely inundating the lower portions of the area. (The Press 20 August 1868);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,15/8/1868 2:10,15/8/1868 2:10,t,1,,,15.3,15.3,1,17.5,17.5,1,72,,2,,,,,,,,,,,,,,,,,,,,,2.7,2.7,1,,15/8/1868 03:00,15/8/1868 03:00,t,1,3:00,2.7,,,,,,,,3.1,3.1,1,,15/8/1868 14:00,15/8/1868 14:00,t,1,14:00,3.2,,2,,3,3,2,,,15,60,2,,,,,,,,,"bridge, road, timber, fencing",IX,IX,2,1,1a,,see source event,,see source event,see source event
111,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,Lavericks Bay,-43.72158106,173.0967808,4,TRUE,1,,,"Letter from Okain Bay resident: In Akaroa harbour, Stony, McIntosh and Laverick Bays, and in the little recess to the N.W. of the Long Look-Out Point, all deep water inlets, the effects were only slightly observable. (Lyttelton Times 25 August 1868)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/8/1868 0:00,15/8/1868 0:00,t,1,,,,,,,,15.3,15.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,15/8/1868 0:00,15/8/1868 0:00,d,1,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,III,III,1,1,1a,,see source event,,see source event,see source event
112,27,27,,15/8/1868,15/8/1868,d,1,1868,August,15,"Kaingaroa, Chatham Is",-43.73560604,-176.2663604,4,TRUE,1,,,"Three Great Waves approached islands from NE on the morning of 15th Augt at 01:00 & were most severely felt as shown on the chart [q.v.] at Owenga, Okawa, Tupuangi & at Teraki. The greatest height reached by the 3rd & largest wave estimated at 20 feet perpendicular height above HWS. Roughly estimated that the sea receded from 10 to 15 feet in perpendicular height below HW. Second wave about 10 minutes after first, third and last wave 3-5 minutes later. Waves evidently came from NE direction. Most affected North & Eastern sides of the Islds. Where there were sandbanks, for example, at Okawa & at Owenga, the sea washed away “from 15 to 20 feet inland of the sand banks down to the level of the ordinary beach”. For about 24 hours after the first waves, the sea showed an unusual commotion and intermittent oscillation, especially during the afternoon of August 15. On Aug 16, between 16:00-17:00 sea retired twice to dead LW & “directly afterwards there seemed to be a general upheaval of the whole mass of ocean” until waters touched the beach, and rose to abt 3 feet higher up than MHW, within 15 minutes; remained static for about 10 minutes & afterward receded gradually. The day was fine & the breezes light. [A detailed inundation map accompanies the following account. It delineates affected areas with narrow and broad yellow bands with the following note:] “The broad yellow colouring shows where the three great waves were most severely felt, rising in perpendicular height above the mark of high water springs on average about 20 feet. The narrow yellow denotes a rise of about from 8 -15 feet as above.” [Text at top of Chatham island:] “Along this part of the coast the rise did not exceed over 6 feet above springs.” [ Ed. Note: Inundation map shows Kaingaroa as narrow yellow band.] (Ritchie, 1868); Kaingaroa better off than other settlements. Only one boat lost. (Lyttelton Times 31 August 1868); Written by correspondent from Tupuangi, Chatham Island: Little or no damage. (Hawke's Bay Herald 27 October 1868);","According to NIWA Tide forecaster (www.niwa.co.nz/services/free/tides), HW was at ~2018 Aug 14 estimated CIT (-0.32 m), 0223 Aug 15 estimated CIT (0.48 m) at Kaingaroa. At Waitangi West there is only a small difference between MHWS & MHWN. Note largest waves occurred almost at high tide.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/8/1868 22:45,14/8/1868 22:45,t,1,,15/8/1868 00:15,15/8/1868 00:15,t,2,~00:15,Note: Chatham Island time ~45 min ahead onf NZMT,14,14,1,15.5,15.5,1,36,,2,5.5,9,2,00:30 (August  15),15/8/1868 00:30,15/8/1868 00:30,t,2,15/8/1868 00:30,15/8/1868 00:30,t,2,,,,,,,,,2.4,4.6,2,,15/8/1868 00:30,15/8/1868 00:30,t,1,0:30,4.6,2.4,,,,,,,2.9,5.1,2,,15/8/1868 00:30,15/8/1868 00:30,t,1,0:30,,,,,,,,,,5,10,2,,,,,,,,,Boat,VI,VI,3,1,1a,"Inundation map, see Ritchie, T. in Transcription database",see source event,,see source event,see source event
