id,location_region,location_site,latitude,longitude,sitestatus,physical_characteristics,classification,date_min,date_max,inferred_date_range_min,inferred_date_range_max,age_max,age_min,inferred_age_range,time_scale_age,validity,natureofevidence,natureofevidencedesc,datingtechnique,geodatingtechnique,eventcomment,elevation,elevation_comment,est_min_landward_limit,est_min_landward_limit_comment,thickness,source_cause,source_cause_comment,sourcecertainty,source_location,source_lat,source_lon,proxies,references
"67","Canterbury","Taumutu","-43.859607","172.354435","Deposit present","Fine sand to silt","Prehistoric AD","1500","1700","1575","1604","1500","1700","1575-1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Probably occurred when Kaitorete Spit was open","3","","135","","0.12","Quake","Probable 1575AD Chile or 1604AD Peru","Inferred","South America","","","1,2,5,11,15,17,28,30","131"
"68","Canterbury","Magnet Bay","-43.843676","172.741257","Deposit present","Gravels and sand above occupation layer","Prehistoric AD","1500","1700","1575","1604","1500","1700","1575-1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","","5","","5","","0.03","Slide","Possible gas hydrate release","Inferred","Chatham Rise, Chatham Rise (South West)","-44.7","173.54","1,2,11,17,20,24,27,28,30","131"
"69","Auckland","Whangapoua Bay, Great Barrier Island","-36.1322","175.421","Deposit present","Pebbles over sand","Prehistoric AD","1481","1642","1450","1480","1481","1642","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: AD1480-1640 on reworked middens. McFadgen (2007) correlates with other sites","14.3","","200","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,16,20,24,26,28,30","224"
"70","Marlborough District","Croisilles Harbour","-41.0476","173.6801","Not applicable","Pūrākau","Unknown","1470","1510","1470","1510","1470","1510","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Strat/Arch: A taniwha named Rapahoa used to live in lake at coast near Taihoa Point then died as ran out of people to eat. Linked with D'Urville Is Pūrākau?","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","","","25,28,30","130,180,206,302"
"71","Marlborough District","Greville Harbour, D'Urville Island","-40.8122","173.8066","Not applicable","Pūrākau","Unknown","1470","1510","1470","1510","1470","1510","1470-1510","AD","Poor (1-4 criteria)","Cultural","Anthropological/Pūrākau [Oral record]","Geological data","Stratigraphic Correlation, Archaeological information","Arch: (1) TW - Enraged taniwha killed by tribe & piece of tail flew into lagoon - tidal wave called Tapu-arero-utuutu drowned people, threw them into dunes. Geneology dates to 16th century, linked to main AD1470-1510 event?; (2) Woman broke tapu by eating","","","","","","Quake","","Inferred","Taranaki, Taranaki Bight","","","25,28,30","130,137,180,214,283,303"
"72","Bay of Plenty","Kopeopeo, Whakatane","-37.952433","176.962142","Deposit absent","Sand overlies tephra","Prehistoric AD","1460","1560","1450","1480","1460","1560","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Sand has reworked/destroyed Kaharoa Tephra (KT = ~AD1315) about 200 years after KT","3","3.00?","2000","","0.5","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,28,30","168"
"73","Bay of Plenty","Pupuaruhe, Whakatane","-37.9566","176.9478","Deposit absent","Sand overlies peat","Prehistoric AD","1460","1560","1450","1480","1460","1560","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Sand has rapidly infilled swale, overlying Kaharoa Tephra - about 200 years after KT","3","3.00?","2000","","0.5","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,28,30","168"
"74","Canterbury","South Bay","-42.41","173.6663","Unknown","Pebbles/sand over occupation","Prehistoric AD","1450","1800","1604","1604","1450","1800","1604","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Archaeological information","Arch: Marine pebbles and sand are found overlying Classic sites at Seddon's Ridge, the western end of South Bay (also coarse layer in Mudstone Bay - J. Goff pers. obs. 2003).","3","3.00?","100","100? Unsure where palaeoshoreline was at the time?","0.3","Quake","Could relate to local Kaikoura Canyon event.","Inferred","Chile, Chile (North), Peru, Peru (South)","-17.879999","-70.940002","1,20,24,28,30","39,57,72,88,107,291"
"75","Hawke's Bay","Ahuriri Lagoon, Napier","-39.4859","176.882","Deposit present","Silty sand over peat","Prehistoric AD","1450","1510","1460","1460","1450","1510","1460","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Radiocarbon","C14: ~600 yr BP - subsidence, peat with human bones became lagoon. See reference for details of dates","0","","2000","","1","Quake","","Inferred","Hawke's Bay, Hikurangi","","","1,5,14,23,28,30","163,202"
"76","Northland","Brodies Creek","-34.8595","173.4392","Unknown","Gravel/pebbles in sand","Prehistoric AD","1450","1480","1450","1480","1450","1480","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Marine pebbles overlying sand, in appropriate straigraphic position for 15th century Northland event","20","","75","","0.05","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28,30","127,159"
"77","Northland","Cavalli Islands","-35.0106","173.9445","Unknown","Pebbles on sand/soil","Prehistoric AD","1450","1800","1450","1800","1450","1800","1450-1800","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie sand/soil - on hillside. Possible waterspout linked with Korapuke?","5","","150","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,26,28,30","155,304"
"78","Waikato","Hahei","-36.8401","175.809","Deposit absent","Sand over veg+stones","Prehistoric AD","1450","1600","1450","1480","1450","1600","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: ""Sterile"" sand overlying ""fresh"" vegetation and working floor? Processes associated with other Coromandel tsunami sites? Same event?","4","","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,2,5,6,20,24,28,30","84,127,305"
"79","Northland","Herekino South Head","-35.2949","173.1596","Unknown","Gravel/pebbles in sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Marine pebbles overlying sand, in appropriate straigraphic position for 15th century Northland event","15","~15.00","100","100?","0.05","Quake","","Inferred","Tonga-Kermadec, New Hebrides Trench","","","1,26,28,30","159"
"80","Waikato","Hot Water Beach","-36.8884","175.8221","Deposit absent","Sand over occupation layer","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: ""Sterile"" sand overlying occupation layer. Processes associated with other Coromandel tsunami sites? Same event?","4","4.00?","300","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,20,24,28,30","186"
"81","Northland","Mount Camel, Houhora","-34.8222","173.1596","Deposit present","Eroded archaeological deposits","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Sharp erosional contact on Archaic occupation - linked with Henderson Bay","5","","100","","","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,26,28,30","99,202"
"82","Northland","Karikari Beach","-34.8352","173.3911","Deposit absent","Pebbles in sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: In appropriate straigraphic position for 15th century Northland event","5",">5.00","75","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28,30","54,202,295"
"83","Northland","North Whananaki","-35.5051","174.4688","Unknown","Sands overlie middens","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Separates Archaic & Classic, soils also C14 dated. Landsnail fauna destroyed","2","","200","","0.3","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,16,20,21,24,28,30","44,202"
"84","Northland","Ngunguru","-35.6335","174.5062","Deposit present","Sand overlies midden","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: In appropriate straigraphic position for 15th century Northland event, overlies Māori occupation","1","~1.00","100","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,28,30","54,295"
"85","Auckland","Omaha Beach","-36.3512","174.7872","Unknown","Gravel/pebbles in sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles in association with early (Archaic) occupation. These were large middens nearer the sea as opposed to later ones that were further inland","5","5.00?","250","","0.05","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,21,24,28,30","49,202"
"86","Waikato","Opito, Coromandel","-36.7221","175.8122","Deposit absent","Pebbles in sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebble layer associated with occupation sites.","5","","100","","0.05","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,4,20,24,28,30","71,133,202"
"87","Waikato","Otama Beach","-36.7076","175.765","Deposit present","Pebbles over sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Discontinuous pebble veneer on Ohuan Sand","2","","250","","0.05","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,26,28,30","33,97"
"88","Northland","Panaki Island, Cavalli Islands","-34.975","173.9503","Unknown","Pebbles on sand/soil","Prehistoric AD","1450","1800","1450","1800","1450","1800","1450-1800","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie sand/soil - also overlies Archaic sites. Possible waterspout linked with Korapuke?","20","<20.00","150","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,28,30","99,155,304"
"89","Northland","Parengarenga","-34.5353","172.9773","Deposit present","Pebbles on sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie dune sand - often hidden by new sand BUT because of associated deposits in region this is believed to date from 15th century","10","10.00?","300","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28,30","99,151"
"90","Northland","Pataua","-35.704675","174.517303","Deposit present","Pebbles on sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Moderate (5-8 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie dune sand - stratigraphical correlation with other sites places these dunes as 15th century - also overlies Archaic sites","8","","150","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,20,24,26,28,30","99,170,285"
"91","Northland","Aorangi Island, Poor Knights Islands","-35.4673","174.7379","Deposit present","Pebbles/cobbles in soil","Prehistoric AD","1450","1800","1450","1800","1450","1800","1450-1800","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie soil on hillside - could be waterspout activity as per recent event: de Lange & Cameron 1997, de Lange et al. 2006","45","","150","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28","99,154"
"92","Waikato","Port Jackson","-36.4807","175.3477","Deposit present","Pebbles over sand","Prehistoric AD","1450","1800","1450","1480","1450","1800","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: A pebble/cobble veneer was reported overlying dunes (Ohuan?) but these are now covered by extensive revegetation cover and not visible","10","10.00?","250","","0.05","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,5,28,30","95,306"
"93","Northland","Puwheke Beach","-34.8608","173.3282","Deposit present","Pebbles in sand","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: In appropriate straigraphic position for 15th century Northland event","18","","200","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28,30","54"
"94","Northland","Russell","-35.2606","174.1207","Unknown","Pebbles on sand/soil","Prehistoric AD","1450","1550","1450","1480","1450","1550","1450-1480","AD","Poor (1-4 criteria)","Primary","Sedimentary/Artefactual","Geological data","Stratigraphic Correlation","Strat: Pebbles/gravel overlie sand/soil on hillside - associated with other sites in region","22","","150","","0.1","Quake","","Inferred","Tonga-Kermadec","-35.8","179.01","1,26,28,30","99,304"
